Judul,Berita
Ibu yang Jual Anaknya Selalu Antar dan Temani Korban Layani Nafsu Pria Mesir,"RAD kemudian mendapatkan imbalan setelah menjual putrinya yang masih berusia 15 tahun kepada pria hidung belang itu.
""Pokoknya dia (RAD) selalu mengantar, nungguin, bawa pulang (korban). Enggak pernah anaknya jalan sendiri,"" kata Kepala Unit Perlindungan Perempuan dan Anak (PPA) Satreskrim Polres Metro Depok Iptu Nurhayati saat dikonfirmasi Kompas.com, Selasa (14/11/2023).
Saat putrinya melayani nafsu bejat T di sebuah apartemen kawasan Cibubur, Jakarta Timur, pada awal November 2023, RAD menunggu di ruang sebelah.
""Kemudian (T dan korban) melakukan persetubuhan di dalam kamar tersebut, sedangkan tersangka RAD menunggu di kamar sebelahnya,"" ujar Wakasat Reskrim Polres Metro Depok AKP Markus Simaremare di Mapolres Metro Depok.
Diketahui, korban sudah tiga kali dijual untuk melayani nafsu T sejak September 2023. RAD alias ibu korban mengantongi uang total Rp 6 juta dalam tiga transaksi itu.
Tindakan tidak bermoral RAD ketahuan setelah korban melaporkan peristiwa yang dialaminya kepada pamannya.
""Ketika korban ada acara di Solo, kemudian memberanikan diri bercerita ke pamannya. Kemudian, pamannya membuat laporan polisi ke Polres Metro Depok,"" kata Simaremare.
Akhirnya RAD dan T diringkus Satreskrim Polres Metro Depok pada 8 November dan 11 November 2023.
Atas perbuatannya, pelaku RAD dijerat Pasal 88 serta Pasal 81 dan 82 Undang-Undang RI Nomor 17 Tahun 2016 tentang Perlindungan Anak, dengan ancaman hukuman paling lama 15 tahun penjara.














"
"Kompak Baju Hitam-Putih, Ganjar-Mahfud ke KPU Hadiri Pengundian Nomor Urut","JAKARTA, KOMPAS.com - Pasangan calon presiden dan wakil presiden yang diusung PDI-P dan PPP Ganjar Pranowo-Mahfud MD bertolak dari Media Center Tim Pemenangan Nasional (TPN) Ganjar-Mahfud, Jalan Cemara 19, Jakarta Pusat, Selasa (14/11/2023) pukul 18.42 WIB.
 Keduanya duduk di satu mobil yang sama.
Mobil berwarna hitam itu membawa keduanya bertolak ke Komisi Pemilihan Umum (KPU) untuk memenuhi acara pengundian nomor urut peserta Pilpres 2024.
 Ganjar-Mahfud bertolak setelah menunaikan ibadah salat maghrib berjamaah di Media Center.
 ""Bismillah semoga semuanya insya Allah lancar,"" kata Ganjar sebelum berangkat ke Kantor Pusat KPU RI.
 Ganjar-Mahfud juga sempat ditanya mengapa menggunakan baju hitam dan putih di beberapa kesempatan.
 Ganjar hanya melempar senyum ke arah awak media.
 ""Ya, black and white,"" ujar mantan Gubernur Jawa Tengah itu.
 Ganjar juga tak mempersoalkan mendapat nomor urut tertentu. 
 ""Namanya juga undian, berapa sajalah. Kayaknya hanya antara 1, 2 dan 3,"" terang Ganjar.
 Ganjar dan Mahfud turut didampingi oleh perwakilan parpol pendukung seperti Ketua DPP PPP Achmad Baidowi (Awiek) , Ketua Harian DPP Partai Perindo TGB Zainul Majdi hingga politisi PDIP Aria Bima.
 Kemudian, ia juga didampingi sejumlah pengurus TPN seperti Ketua Arsjad Rasjid, Wakil Ketua Komjen Pol (Purn) Gatot Eddy Pramono.














"
Jerman: Uni Eropa Tak Akan Capai Target Kirim 1 Juta Peluru ke Ukraina,"Uni Eropa (UE) tahun lalu berjanji mengirimkan amunisi yang sangat dibutuhkan Ukraina sampai Maret 2024 untuk membantu Kyiv melawan invasi Rusia.
Namun, sejauh ini negara-negara Uni Eropa hanya dapat mengumpulkan 300.000 butir peluru dari persediaan mereka.
Negara-negara UE kini bersama-sama memesan peluru kaliber 155 mm, tetapi kemampuan perusahaan pertahanan diragukan dapat memproduksi cukup banyak peluru tepat waktu.
“Sayangnya, kekhawatiran itu sekarang benar,” kata Pistorius dalam pertemuan dengan para menhan negara-negara Uni Eropa di Brussels.
""Satu juta (peluru) tidak akan tercapai. Kita harus berasumsi demikian,"" lanjutnya, dikutip dari kantor berita AFP.
Akan tetapi, para pejabat UE menegaskan, masih terlalu dini mengatakan target tidak akan tercapai.

Kepala kebijakan luar negeri UE Josep Borrell menyebutkan, masalah utama adalah perusahaan pertahanan Eropa mengekspor sekitar 40 persen produksinya ke negara lain.
“Mungkin yang harus kita lakukan adalah mencoba mengalihkan produksinya ke prioritas, yaitu Ukraina. Perubahannya akan cukup besar,” ujarnya.













"
"Daun Stevia, Pemanis yang Lebih Manis 200 Kali Dibanding Gula","KOMPAS.com - Dalam era kesadaran kesehatan yang semakin meningkat, semakin banyak orang yang merenungkan pilihan makanan yang mereka konsumsi.
Salah satu perhatian utama adalah gula. Meskipun memberikan kenikmatan rasa manis pada hidangan sehari-hari juga memiliki dampak negatif pada kesehatan kita.
Risiko diabetes, obesitas, dan masalah kesehatan lainnya menjadi landasan bagi pencarian alternatif gula yang lebih sehat.
Salah satu alternatif yang semakin populer adalah daun stevia.
Dilansir dari Medical News Today, Senin (13/11/2023), Stevia atau dikenal sebagai Stevia rebaudiana Bertoni merupakan tanaman semak lebat yang termasuk dalam keluarga bunga matahari.
Ada sekitar 150 spesies stevia yang berasal dari Amerika Utara dan Selatan.
Meskipun Tiongkok menjadi eksportir utama produk stevia saat ini, produksi stevia kini telah meluas ke berbagai negara.
Stevia diketahui memiliki tingkat kelebihan manis 200 hingga 300 kali lipat dibandingkan dengan gula.
Untuk mencapai tingkat kelezatan setara dengan pemanis konvensional lainnya, stevia memerlukan sekitar 20 persen lahan dan menggunakan jumlah air yang lebih sedikit.
Stevia mengandung delapan jenis glikosida, yaitu stevioside, rebaudiosida A, C, D, E, F, steviolbiosida, dan dulkosida A.
Diantara semua, stevioside dan rebaudioside A (reb A) merupakan komponen yang paling dominan.
Daun stevia mengandung stevioside dalam rentang konsentrasi hingga sekitar 18 persen.
Proses ekstraksi stevia melibatkan pemanenan daun, diikuti oleh pengeringan, ekstraksi air, dan proses pemurnian.
Stevia mentah merupakan produk olahan sebelum dimurnikan seringkali memiliki rasa pahit dan aroma yang kurang sedap hingga melalui tahap pemutihan atau penghilangan warna.
Seluruh proses ini membutuhkan sekitar 40 langkah untuk menghasilkan ekstrak akhir stevia.














"
Alat Vital Remaja di Tebet Terluka Setelah Dicabuli Berkali-kali oleh Pemulung 81 Tahun,"Wakasat Reskrim Polres Metro Jakarta Selatan Kompol Henrikus Yossi mengungkapkan, luka pada kemaluan KC terungkap setelah hasil visum keluar.
“Nah dari hasil visum jelas diketahui adanya luka di area kelamin korban imbas pencabulan yang dilakukan tersangka,” ungkap dia di Mapolres Metro Jakarta Selatan, Senin (13/11/2023) malam.
Selain alat kelaminnya terluka, korban juga mengalami trauma berat atas pencabulan tersebut.
Oleh karena itu, KC kini mendapatkan pendampingan psikologis dari Unit Pelayanan Terpadu Pemberdayaan Perempuan dan Anak (UPTP3A).
“Kami juga telah merujuk korban ke UPTP3A DKI Jakarta. Sekarang (korban) masih dalam pendampingan,” tutur dia.
Sebagai informasi, Firman Widodo mencabuli korban lebih dari 10 kali. Pencabulan terjadi sejak akhir 2022.
Firman mengiming-imingi korban dengan memberikan uang Rp 20.000 hingga Rp 50.000. Setelah itu, korban diajak untuk bermain di kontrakannya dan dicabuli.
Pencabulan ini terungkap saat korban menceritakan peristiwa yang dialami kepada adiknya. Korban mulai bercerita setelah disetubuhi pada 13 Juli 2023.
Adik korban lalu menceritakan pencabulan yang dialami KC kepada orangtuanya. Orangtua korban lalu meminta penjelasan dari KC soal tindak asusila yang dilakukan Firman.
Setelah korban mengaku, orangtua KC melaporkan peristiwa ini ke pihak berwajib.
Laporan teregistrasi di Polres Metro Jakarta Selatan dengan nomor LP/B/2215/VII/2023/SPKT/Polres Metro Jaksel/Polda Metro Jaya, tanggal 23 Juli 2023.
Polisi lalu melakukan penyelidikan. Setelah menemukan bukti yang cukup, polisi menangkap Firman atas perbuatan bejat yang dilakukannya.
Firman langsung ditetapkan sebagai tersangka dan dijebloskan ke dalam penjara.
Pelaku dijerat dengan pasal berlapis, yakni Pasal 76D dan Pasal 76E Undang-Undang Nomor 17 Tahun 2016 tentang Perlindungan Anak dengan ancaman hukuman 15 tahun penjara.














"
"Pulau Merak Kecil, Wisata Pantai di Ujung Barat Pulau Jawa","BANTEN, KOMPAS.com - Di ujung barat Pulau Jawa, ada tempat wisata pantai yang tidak hanya indah, tapi juga ramah di kantong yaitu Pulau Merak Kecil.
Pulau ini berada dekat dengan Pelabuhan Merak, Banten, serta berhadapan langsung dengan Selat Sunda. Tidak heran, sejauh mata memandang, wisatawan bisa melihat kapal pengangkut penumpang dan barang berlalu-lalang.
Calon pengunjung yang hendak datang ke Pulau Merak Kecil perlu menyeberang naik kapal motor dari pesisir pantai.
""Pengunjung yang datang ke sini (Pulau Merak Kecil) kebanyakan ialah wisatawan dari Jakarta, Bogor, dan sekitarnya,"" kata penyedia jasa wisata di Pulau Merak di Kecil, Rangga kepada Kompas.com saat ditemui di lokasi, Selasa (14/11/2023).
Ia melanjutkan, pengunjung yang datang ke Pulau Merak Kecil cenderung ramai pada akhir pekan, namun terhitung sepi saat hari biasa.
""Kalau dibandingkan yang dengan akhir pekan, saat ini (Selasa) terhitung sepi pengunjung,"" kata Rangga.
Umumnya, tambah Rangga, wisatawan yang datang ke Pulau Merak Kecil mulai ramai setelah pukul 13.00 WIB.
Alasannya, wisatawan kebanyakan datang dengan menumpangi Kereta Api (KA) Lokal menuju Stasiun Merak, dan waktu kedatangan KA Lokal di Stasiun Merak yakni sekitar pukul 12.00 WIB.
Kompas.com/Suci Wulandari Putri Pulau Merak Kecil, wisata pantai di ujung barat Pulau Jawa, Selasa (14/11/2023). 
Beberapa aktivitas wisata yang bisa dilakukan di Pulau Merak Kecil meliputi snorkeling, keliling pulau naik speedboat, berkemah, dan menikmati pemandangan matahari terbenam (sunset).














"
Vegetasi Khas yang Hidup di Daerah Tundra,"KOMPAS.com – Tundra adalah daerah terdingin dengan cahaya rendah dan miskin nutrisi yang sulit dihidupi oleh vegetasi. Namun, ada beberapa jenis vegetasi yang hidup di daerah tundra. Apakah vegetasi khas yang hidup dan berkembang di daerah tundra?
Vegetasi khas yang hidup dan berkembang di daerah tundra adalah lumut dan lumut kerak. Selain lumut dan lumut kerak, tundra juga memiliki beberapa vegetasi.
Dilansir dari Ask a Biologist, ada sekitar 1.700 jenis tumbuhan seperti semak rendah dan lumut, juga ada sekitar 400 jenis bunga yang hidupdi tundra.
Jumlah tersebut terlihat banyak, namun jauh lebih lebih kecil daripada keanekaragaman hayati didaerah lain.
Dilansir dari Treehugger, tumbuhan tundra biasanya tumbuh pendek dekat ke permukaan tanah agar terlindung dari angin yang kencang.
Vegetasi tundra juga memiliki daun berlapis lilin yang dapat melindunginya dari kehilangan air.
Juga, memiliki kapasitas fotosintesis yang tinggi pada daerah dingin, tidak seperti tumbuhan autotrof lainnya.
Dilansir dari Encyclopedia Britannica, tumbuhan tundra biasanya memiliki tangkai berbulu (trikoma) yang dapat menahan udara panas sebagai bentuk adaptasi ekosistem tundra yang suhu udaranya mendekati titik beku.
Contoh vegetasi yang hidup di daerah tundra lainnya adalah:














"
IHSG dan Rupiah Berakhir di Zona Hijau,"JAKARTA, KOMPAS.com - Pada penutupan perdagangan di Bursa Efek Indonesia (BEI), Indeks Harga Saham Gabungan (IHSG) berakhir di zona hijau pada Selasa (14/11/2023). Demikian juga dengan rupiah yang menguat pada akhir perdagangan pasar spot.
IHSG ditutup pada level 6.862,05 atau menguat 23,7 poin (0,35 persen) dibandingkan penutupan sebelumnya pada level 6.838,31.
Mengutip RTI, sebanyak 285 saham melaju di zona hijau dan 233 saham di zona merah. Sedangkan 234 saham lainnya stagnan. Adapun jumlah transaksi sore ini mencapai Rp 7 triliun dengan volume 17,6 miliar saham.
SHUTTERSTOCK/SHUTTER_O Ilustrasi saham, pergerakan saham, IHSG.
Saham top gainers yang menopang IHSG di antaranya, Adaro Minerals Indonesia (ADMR) yang menguat 5,3 persen pada level Rp 1.185 per saham.
Kemudian, Bank Jago (ARTO) menguat 5,1 persen ke posisi Rp 2.050 per saham. Selanjutnya, Merdeka Copper Gold (MDKA) yang menguat 3,9 persen ke level Rp 2.350 per saham.
Sementara itu, saham top losers yaitu Akasha Wira International (ADES) yang ambles 6,9 persen ke posisi Rp 9.000 per saham. Kemudian, Dharma Polimetal (DRMA) yang turun 2,7 persen ke posisi Rp 1.260 per saham.
Dilanjutkan oleh Elang Mahkota Teknologi (EMTK) yang melemah 2,7 persen ke posisi Rp 540 per saham.
Bursa Asia ditutup bervariasi, indeks saham Jepang Nikkei menguat 0,34 persen (110,8 poin) ke level 32.695,9, dan Shanghai Komposit menguat 0,31 persen (9,5 poin) pada posisi 3.056,07.
Sementara itu, indeks saham Hang Seng Hong Kong melemah 0,17 persen (29,3 poin) pada level 17.396,85, dan Strait Times turun 0,07 persen (2 poin) ke posisi 3.104,66.














"
Gibran Ungkap Alasan Pilih Emil Dardak-Arumi Bachsin sebagai Jubir,"Menurut Gibran, Emil-Arumi yang merupakan pasangan suami istri itu sangat mirip dengan dirinya dan istrinya, Selvi Ananda.
""Alasan memilih beliau berdua kenapa? Saya pilih Pak Emil dan Bu Emil saya pilih orang yang paling mirip saya dan istri saya. Tapi saya versi yang paket hemat,"" ujar Gibran dalam jumpa pers di Area 47, Jakarta, Selasa (14/11/2023).
""Ya saya pilih Pak Emil, Bu Emil, paling mirip sama saya dan istri saya,"" sambungnya.
Lalu, Gibran mengaku sudah mengagumi sosok Emil Dardak sejak dulu.
Gibran menyebut Emil yang juga Ketua DPD Partai Demokrat Jatim, sudah bisa menjadi bupati sejak usianya masih muda, yakni 31 tahun.
Sedangkan Gibran baru menjabat sebagai wali kota ketika berusia 33 tahun.
""Beliau ini luar biasa. Dan beliau ini salah satu idola dan salah satu alasan saya masuk politik itu ya beliau anak muda, berprestasi, dan mau mengabdi untuk bangsa dan negara. Alasannya itu ya,"" imbuh Gibran.
Adapun Gibran juga menunjuk jubir supaya awak media bisa melakukan bertanya atau wawancara mengenai isu seputar dirinya kepada Emil dan Arumi. Sebab, Gibran ingin fokus blusukan ke pasar dan warga di kampung.
Gibran merupakan cawapres mendampingi Ketua Umum Partai Gerindra Prabowo Subianto yang berstatus capres. Pasangan Prabowo-Gibran didukung Partai Gerindra, Partai Golkar, Partai Demokrat, Partai Amanat Nasional, Partai Solidaritas Indonesia, dan Partai Garuda. 














"
Penganiaya Korban Salah Tangkap di Sukabumi Diperiksa Polda Jabar Sejak Senin Malam,"""Tim sudah turun ke Polres Sukabumi tadi malam, kemudian melakukan pemeriksaan-pemeriksaan,"" ungkap Kepala Polres Sukabumi AKBP Maruly Pardede kepada awak media di wilayah Kecamatan Cicurug, Selasa (14/11/2023).
Maruly mengatakan, korban salah tangkap yang dianiaya dan keluarga sudah diperiksa.
Kemudian empat personel Opsnal Sat Reskrim Polres Sukabumi sedang menjalani pemeriksaan intensif.
 
Pemeriksaan sudah dilakukan sejak semalam hingga hari ini.
Ditanya mengenai korban sudah mencabut laporan, Maruly menjelaskan saat ini fokusnya mencari terang permasalahan tersebut.
Celah-celah apa yang bisa diambil dalam pendalaman.
""Saya sebagai Kapolres Sukabumi dalam hal ini menegaskan personel tersebut akan diproses sesuai aturan yang berlaku,"" jawab dia.
""Tentunya dengan mekanisme yang ada dari pemeriksaan Propam Polres Sukabumi dan sekarang sudah diambil alih Propam Polda Jabar,"" sambung Maruly.
Perkara salah tangkap dan dugaan penganiayaan oleh oknum Tim Opsnal Satuan Reskrim Polres Sukabumi ini berawal dari adanya laporan pencurian mini market di Desa Cidadap, Kecamatan Simpenan, Rabu (8/11/2023) dini hari.
Beberapa hari berikutnya, Satuan Reskrim Polres Sukabumi mengamankan seorang pria berinisial B (35) pada Jumat (10/11/2023).
Warga Desa Mandrajaya Kecamatan Ciemas tersebut diduga sebagai pelaku. Pada saat pemeriksaan, B diduga mendapatkan penganiayaan oknum angggota polisi.
Penangkapan B oleh polisi berdasarkan dari rekaman kamera Closed Circuit Television (CCTV) di sekitar tempat kejadian perkara (TKP).
Dalam rekaman CCTV terlihat mobil milik korban terparkir didepan minimarket pukul 03.00-04.00 WIB
Saat itu B dan istri serta dua anaknya menumpang beristirahat dengan memarkirkan mobilnya dan tidur didalam mobil jam 03.00- 04.00 subuh di depan minimarket di Cidadap Simpenan.
Namun pada perkembangan berikutnya, B yang sehari-hari berprofesi sebagai pengepul cabai terungkap sebagai korban salah tangkap dan dugaan penganiayaan oknum anggota Tim Opsnal Sat Reskrim Polres Sukabumi.
Maruly mengatakan telah menurunkan tim dari Propam Polres Sukabumi untuk mendalami secara serius dan objektif dalam menuntaskan kejadian atau kasus tersebut.
""Sekarang sudah eranya penyidikan secara ilmiah dan profesional, bila anggotanya terbukti bersalah hasil dari pendalaman Tim Propam yang dibentuk, oknum anggota akan kami beri sanksi sesuai ketentuan yang berlaku,"" tegas Maruly.














"
"Selain Hukuman Penjara, Jaksa Tuntut Hak Politik Ricky Ham Pagawak Dicabut 5 Tahun","MAKASSAR, KOMPAS.com - Terdakwa kasus suap dan gratifikasi sekaligus mantan Bupati Memberamo Tengah, Ricky Ham Pagawak tidak hanya dituntut 12 tahun penjara dan denda Rp 500 juta.
Jaksa Penuntut Umum (JPU) Komisi Pemberantasan Korupsi (KPK) Fahmi Ariyoga juga menuntut agar hak politik Ricky Ham Pagawak dicabut selama 5 tahun.
""Menjatuhkan hukuman kepada terdakwa Ricky Ham Pagawak berupa pencabutan hak untuk dipilih dalam jabatan publik selama 5 tahun setelah terdakwa selesai menjalani pidana pokok,"" kata Fahmi, dalam tutuntannya di Ruang Haripin Tumpa Pengadilan Negeri (PN) Tipikor Makassar, Sulsel, Selasa (14/11/2023).
Fahmi berpendapat, pencabutan hak untuk dipilih dalam jabatan publik selama 5 tahun itu cukup beralasan hukum.
Sebab, perbuatan Ricky dianggap telah mencederai kepercayaan masyarakat.
Hal itu juga, kata Fahmi, sebagai peringatan bagi para pejabat lainnya agar tidak melakukan tindak pidana korupsi.
""Perbuatan tindak pidana suap dan gratifikasi dilakukan oleh terdakwa karena kapasitasnya selaku jabatan publik karena itu kita ingin menegaskan kembali bahwa terhadap terdakwa dicabutkan hak politiknya sehingga ini bisa menjadi pembelajaran bagi terdakwa dan bagi pejabat lainnya,"" ucapnya usai sidang.
Lebih lanjut dijelaskan di dalam Undang-Undang diputusan Mahkamah Konstitusi (MK) memang secara otomatis ketika seseorang menjadi terpidana, tidak boleh menjadi kepala daerah.
""Tetapi, tidak ada larangan menjadi anggota dewan. Kita minta 5 tahun, hitungannya setelah pidananya selesai dijalankan atau selesai keluar dari penjara itu mulai dihitung 5 tahun. Itu permohonan kita, tapi apakah itu akan dikabulkan oleh mejelis hakim, itu kita tidak mencampuri,"" pungkas Fahmi.
Diberitakan sebelumnya, terdakwa mantan Bupati Memberamo Tengah, Ricky Ham Pagawak dituntut hukuman selama 12 tahun penjara dalam kasus suap dan gratifikasi serta TPPU yang totalnya mencapai Rp 211 miliar.
Jaksa Penuntut Umum (JPU) Komisi Pemberantasan Korupsi (KPK) Fahmi Ariyoga menyebut Ricky Ham Pagawak terbukti secara sah dan meyakinkan bersalah melakukan korupsi.
""Menjatuhkan hukumn penjara selama 12 tahun dikurangi selama terdakwa berada dalam tahanan dan pidana denda sebesar Rp 500 juta subsider 1 bulan kurungan,"" kata Fahmi dalam tutuntannya di Ruang Haripin Tumpa Pengadilan Negeri (PN) Tipikor Makassar, Sulsel, Selasa (14/11/2023).














"
"Penguatan Industri, OJK Minta BPR Kurang Modal untuk Merger ","JAKARTA, KOMPAS.com - Otoritas Jasa Keuangan (OJK) mengatakan, Bank Perkreditan Rakyat (BPR) sudah melakukan konsolidasi antara grup-grup dalam rangka penguatan industri. 
Kepala Eksekutif Pengawas Perbankan OJK Dian Ediana Rae mengatakan, secara umum semua grup BPR saat ini telah menjadi satu.
""Nanti kami akan konsolidasikan yang modalnya itu belum tercapai. Nanti kami merger-kan kalau BPR tidak dapat menyelesaikan masalah permodalan,"" kata dia usai acara The Finance Executive Forum 2023, Selasa (14/11/2023).
SHUTTERSTOCK/KEVIN GEORGE Ilustrasi bank. 
Namun demikian, ketika ada BPR yang terindikasi melakukan kecurangan (fraud), OJK akan menyelesaikan permasalahan melalui Lembaga Penjamin Simpanan (LPS).
""Kalau ada BPR bermasalah, apalagi yang fraud, kami terpaksa selesaikan dengan LPS,"" imbuh dia.
OJK tengah mempersiapkan aturan yang akan membantu penguatan industri BPR. Undang-undang Nomor 4 Tahun 2023 tentang Pengembangan dan Penguatan Sektor Keuangan (PPSK) memungkinkan BPR terlibat dalam sistem pembayaran, penukaran valuta asing, sampai kesempatan melantai di pasar modal.
Sebelumnya, OJK telah menargetkan untuk mengabungkan grup BPR agar jumlahnya dapat menjadi sekitar 1.000 dari jumlahnya saat ini sekitar 1.600 entitas. Sedikit catatan, satu grup BPR dapat memiliki 5 sampai 10 unit BPR.
Di sisi lain, BPR yang tidak dapat ambang batas modal minimum diminta untuk melakukan merger.
Dalam kesempatan terpisah, Ketua Dewan Komisioner LPS Purbaya Yudhi Sadewa sempat menjelaskan, penyebab BPR tutup terutama karena ada kesalahan tata kelola dan mismanagement.














"
KJP 19 Pelajar yang Tawuran di Johar Baru Terancam Dicabut,"JAKARTA, KOMPAS.com - Sebanyak 19 pelajar terancam kehilangan kartu jakarta pintar (KJP) akibat terlibat tawuran di Kampung Rawa, Johar Baru, Jakarta Pusat.
 Lurah Kampung Rawa Ferry Zahrudin mengatakan, para pelajar yang terlibat diberi satu kali kesempatan lagi sebelum KJP mereka dicabut.
 ""Kalau dia mengulangi untuk yang kedua kali, akan kami usulkan untuk dicabut KJP dan bantuan sosial (bansos)-nya,"" kata Ferry saat dihubungi Kompas.com, Selsa (14/11/2023).
 Ferry menegaskan, pihaknya mendukung penindakan yang dilakukan polisi terhadap pelaku tawuran.
 ""Karena sudah berakar dan (menjadi) 'tradisi'. Penindakan juga harus dilakukan agar kamtibmas kondusif menjelang Pemilu,"" tegas dia.
 Untuk diketahui, tawuran antarpelajar terjadi di kawasan Gang T, Kampng Rawa, Johar Baru, Jakarta Pusat, Jumat (10/11/2023). 
Polisi telah menangkap 19 pelajar yang terlibat. Kini 19 pelajar tersebut dihukum harus mencuci kaki ibunya di Mapolsek Johar Baru, Jakarta Pusat, Senin (13/11/2023).
Kanitreskrim Polsek Johar Baru AKP Rasid mengatakan, hukuman itu diberikan untuk memberikan efek jera kepada para pelaku tawuran.
""Dilakukan aksi cuci kaki ibu sebagai hukuman atau teguran kepada anak tawuran itu agar tidak lagi mengulangi. Supaya kalau mereka mau melakukan itu lagi, ingat sama orangtua,"" kata Rasid saat dihubungi Kompas.com, Selasa (14/11/203).














"
"Beredar Video Pasien Meninggal Saat Pergantian Jaga Perawat, RSUP M Djamil Beri Penjelasan","Dalam video itu pria tersebut marah-marah karena keluarganya meninggal dunia yang disebutkan akibat perawat lalai dan mementingkan pergantian shif.
Diketahui kejadian tersebut terjadi di Rumah Sakit Umum Pusat (RSUP) M Djamil Padang, Minggu (12/11/2023) sore.
Direktur Utama RSUP M Djamil Padang Dovy Djanas membernarkan peristiwa itu terjadi di ruangan High Care Unit (HCU) bedah.
""Benar itu terjadi di RSUP M Djamil Padang. Di HCU Bedah pada Minggu (12/11/2023) lalu. Pasien kita Ibu Y meninggal dunia,"" kata Dovy yang dihubungi Kompas.com, Selasa (14/11/2023).
Dovy menjelaskan, pasien itu sudah dirawat secara intensif sejak 13 Oktober 2023 yang selalu diawasi secara berkala tiap jam.
""Kondisi pasien saat itu adalah dilakukan tindakan pembersihan jalur nafas secara kontinu dan berkala. Saat kejadian, pembersihan ini sedang jeda. Kondisi pasien saat itu juga sedang dalam keadaan berat,"" kata Dovy.
Dovy mengakui saat itu terjadi pergantian shif perawat, tapi bukan berarti tidak dilakukan pengawasan dan pemantauan kepada pasien.
""Pemantauan dan pengawasan itu dilakukan dan terus dilaporkan. Ini di HCU yang sudah pasti sangat ketat,"" jelas Dovy.
Kendati demikian, RSUP M Djamil Padang tetap melakukan investasi terhadap kasus tersebut.
""Kita tetap investigasi. Jika ada kelalaian disini pasti kita tindak,"" kata Dovy.
Dovy juga memohon maaf dan menyampaikan bela sungkawa kepada keluarga pasien.
Bahkan, Dovy sampai datang ke rumah duka pada Minggu (12/11/2023) malam untuk menyampaikan belasungkawa.
 














"
"Demi Hilangkan Jejak, Pria di Tangerang Bakar Jasad Transpuan lalu Buang ke Pinggir Empang","TANGERANG, KOMPAS.com - Polisi mengungkapkan, pelaku berinisial W (24) membakar dan membuang jasad transpuan berinisial RM (33) karena ingin menghilangkan jejak.
Kasat Reskrim Polresta Tangerang, Kompol Arief Nazarudin Yusuf mengatakan, alasan itu terungkap dalam pemeriksaan terhadap W.
""Perbuatan itu dilakukan pelaku untuk menghilangkan jejak dan identitas almarhum,"" kata Arief saat dihubungi, Selasa (14/11/2023).
Menurut Arief, pelaku membuang jasad transpuan di pinggir empang dalam perkebunan warga karena daerah itu sepi.
Pelaku membunuh transpuan itu atas dasar dendam lantaran korban tak meminjamkan uang.
""Dari hasil pemeriksaan yang bersangkutan melakukan tindak pidana karena motif tidak diberikan sejumlah uang dari korban yang mengakibatkan tersangka itu dendam terhadap korban,"" kata Arief.
Karena itu, W kemudian menganiaya RM menggunakan balok dan batu hingga tewas.
W juga membakar jasad korban dan membuangnya di pinggir empang.
""(Akibatnya) korban mengalami luka bakar yang sangat serius, hampir 100 persen karena tinggal sisa kulit-kulit yang memang sudah gosong,"" ucap Arief.
Kasus ini terungkap setelah warga menemukan jasad korban pada Kamis (9/11/2023) dini hari.
Warga melaporkan penemuan mayat itu kepada polisi sekitar pukul 03.00 WIB. Polisi kemudian menuju tempat kejadian perkara (TKP) untuk mengidentifikasi jasad korban.
Tak lebih dari 24 jam, polisi menangkap W. Saat diperiksa, W mengakui telah menganiaya RM hingga korban meninggal dunia.
W telah ditetapkan sebagai tersangka. Dia dijerat Pasal 338 KUHP tentang pembunuhan dan Pasal 351 ayat 3 tentang penganiayaan, dengan ancaman penjara di atas tujuh tahun.














"
