Judul,Berita,Topik
"Usai Penantian 7 Tahun, Pasangan Ini Langsung Miliki Bayi Kembar Tiga","SINGAPURA, KOMPAS.com - Kisah unik kali ini datang dari Singapura. Setelah menantikan lama, pasangan suami-istri bernama Liew Tian En dan Hozanna Ngoh langsung memiliki tiga bayi kembar.
Mereka akhirnya menjadi orangtua usai Hozanna melahirkan dengan selamat di KK Women's and Children's Hospital (KKH), salah satu rumah sakit di Singapura.
Kelahiran tiga bayi itu menjadi akhir dari penantian panjang Liew dan Hozanna setelah berusaha selama tujuh tahun.
Pasangan tersebut menceritakan awal mula hubungan mereka dari sekadar teman lalu menjadi keluarga.
""Kami teman gereja. Nanti 7 Desember menjadi 10 tahun usia pernikahan kami. Dan kami sudah mencoba untuk punya anak sekitar tujuh tahun,"" ujar Liew Tian En dalam wawancara dengan Mothership.
Kini, mereka mengaku senang telah menjadi orangtua dari bayi kembar tiga berusia dua bulan. Bayi-bayi itu diberi nama Irie, Caius, dan Aden.
Karena langsung punya anak kembar tiga, mereka pun harus berjuang keras di tengah malam untuk mengganti popok tanpa henti serta memberikan makan.
Menurut Hozanna, dia bisa mengandung setelah menempuh prosedur inseminasi buatan atau intrauterine insemination (IUI), salah satu jenis bantuan kesuburan.
""Ini adalah IUI putaran ketiga kami. Dua putaran pertama gagal,"" terangnya.
Suaminya, Liew Tian mengaku memiliki perasaan campur aduk, antara gembira dan terkejut setelah tahu istrinya hamil kembar tiga.
""Kami sangat bersyukur dia hamil, tapi saya ingat pikiran pertama saya adalah 'ya ampun, bagaimana kita bisa mengatur tiga anak?',"" ucap Liew Tian.
Namun, Hozanna menimpali bahwa ini adalah penantian panjang untuk bisa hamil. Maka ia mengaku senang.
Meski demikian, Hozanna mengaku juga sempat khawatir tentang kondisi kehamilannya, termasuk takut kehilangan semua janin yang dikandung.

""Pada kehamilan ganda terdapat risiko keguguran yang lebih tinggi. Karena itu tergantung apakah tubuh saya, rahim saya bisa menahannya,"" tutur Hozanna.
Tidak hanya itu saja, nanti juga bisa terjadi persalinan prematur atau kondisi seperti preeklampsia, dan diabetes gestasional. 













",GLOBAL
"Polemik Pengelolaan Gedung Perbasi Pontianak, Diselidiki Jaksa dan Digembok Pengelola","Gedung tersebut sempat digembok oleh pengelola dan mengakibatkan pertandingan basket memperebutkan Piala Walikota Pontianak tertunda.
Pelaksana Tugas (Plt) Kasatpol PP Kota Pontianak Yusnaldi mengatakan, saat ini pihaknya telah membongkar gembok untuk membuka akses gedung.
“Kami sudah koordinasi dengan pengelola untuk minta dibuka, tapi tidak digubris, sehingga dibongkar,” kata Yusnaldi kepada wartawan, Senin (4/12/2023).
Menurut Yusnaldi, pihaknya juga telah berkoordinasi dengan BKAD Pontianak selaku pemilik aset tersebut.
“Kuncinya sama pengelola gedung, sudah kami hubungi tapi tidak direspons,” ucap Yusnaldi.
Sebelumnya, seorang oknum pengurus Komite Olahraga Nasional Indonesia (KONI) Kota Pontianak diduga bertahun-tahun menguasai aset negara berupa gedung lapangan basket dan sejumlah kios.
Kepala Kejaksaan Negeri Pontianak Yulius Sigit Kristanto mengatakan, dugaan pengelolaan tanpa izin tersebut masih dalam tahap penyelidikan.
Sebagaimana diketahui aset pemerintah tersebut dikelola dan disewakan dengan harga Rp 2,5 juta per hari di setiap kegiatan. Namun diduga uang tersebut tidak masuk kas daerah.
""Ada aset-aset Pemkot yang dikuasai pihak ketiga dan tidak ada kontribusi bagi pendapatan asli daerah (PAD),"" kata Sigit kepada wartawan, Rabu (29/11/2023).
Sigit menegaskan, pihaknya saat ini sedang berusaha semaksimal mungkin mengembalikan aset milik Pemerintah Kota Pontianak yang telah dikuasi oleh pihak ketiga.
""Sejauh ini pihak ketiga yang mengelola dan instansi terkait sudah dipanggil untuk dimintai keterangan,"" ucap Sigit.
Sigit menyatakan, dirinya sampai dengan saat ini masih mendalami apakah penguasaan aset tersebut terdapat unsur pidana atau tidak.
""Sabar. Tunggu saatnya,"" kata Sigit.














",REGIONAL
Percantik Dinding Kamar Mandi Minimalis di Rumah dengan Panel Kayu,"Jika dibandingkan dengan batu alam, keramik, dan porselen, panel kayu lebih jarang dipakai pada kamar mandi minimalis di rumah.
Namun tampilannya sangat cantik dan elegan sehingga membuat kamar mandi minimalis terasa lebih nyaman.
Ada berbagai corak warna dan desain yang dapat dipilih sehingga bisa disesuaikan dengan desain kamar mandi secara keseluruhan.
Meletakkan panel kayu secara horizontal di dinding juga dapat membuat kamar mandi Anda terasa lebih besar dan luas.
Anda juga bisa dengan mudah melengkapi panel kayu pada dinding aksen dengan jenis material lain seperti kaca, ubin, atau porselen.
 
Karena kamar mandi merupakan area yang memiliki kelembaban tinggi, Anda harus berhati-hati saat memasang panel kayu.
Untuk mencegah panel rusak dan membusuk, sangat penting untuk memasangnya di lokasi yang tepat.
Hindari pemasangan di lokasi yang memiliki kontak langsung dengan air karena bisa mempercepat pembusukan kayu.
Selain itu, aplikasikan cairan pelapis kayu atau sealant agar panel kayu di kamar mandi bisa terlindungi secara maksimal. 














",PROPERTI
Sopir Angkot Feeder LRT Sumsel Mogok Kerja karena 2 Bulan Gaji Tak Dibayar Pemkot Palembang,"Fajar Wahyudi, Kepala Bagian Operasional PT Transportasi Global Mandiri (TGM) yang menaungi feeder LRT Sumsel, mengatakan, ada 62 sopir dengan operasional dua sif selama dua bulan terakhir belum menerima gaji.
 
Akhirnya, mereka mogok beroperasi sampai gaji dibayarkan.
""Oktober dan November tahun ini belum dibayar, totalnya Rp 1,8 miliar. 26 unit feeder LRT koridor 1 dan 2 hari ini mogok,"" kata Fajar saat dihubungi, Senin (4/12/2023).
Fajar mengatakan, LRT Sumsel memiliki tujuh koridor yang digunakan untuk menjaring para penumpang kereta ringan tersebut.
Dari tujuh koridor, dua di antaranya dikelola oleh Pemkot Palembang. Sementara, lima koridor lagi dikelola oleh Balai Pengelola Kereta Api Ringan Sumatera Selatan (BPKARSS).
Koridor satu dan dua meliputi rute Talang Kelapa-Talang Buruk dan Asrama Haji-Sematang Borang.
""Kami sudah menalangi dulu pembayaran gaji tersebut. Namun, kalau bulan depan nunggak lagi, akan sulit kami talangi karena akan mengganggu operasional,"" ujarnya.
Telatnya pembayaran, kata Fajar, lantaran Dinas Perhubungan Kota Palembang masih diaudit oleh Badan Pemeriksa Keuangan (BPK).
Hal itu membuat pembayaran gaji dengan menggunakan APBD Pemkot Palembang itu tidak dapat dikeluarkan.
""Kami tidak diberi tahu soal adanya audit seperti itu, karena memang dalam perjanjian (kerja sama) tidak ada,"" katanya.
Sementara, Penjabat Wali Kota Palembang Ratu Dewa berjanji akan membayar gaji para sopir. 
""Saya minta besok segera dibayarkan (oleh dishub), paling lambat sebelum Desember lunas. Sehingga setelah dibayarkan, feeder LRT  koridor 1 dan 2 bisa operasional kembali melayani penumpang,"" ujar Dewa.














",REGIONAL
Apakah Henry Kissinger Seorang Penjahat Perang?,"Dalam memberitakan kematian Kissinger, media asing tidak hanya menyoroti prestasinya, tetapi juga kejahatan perang yang dituduhkan kepadanya selama membela kepentingan AS.
Rolling Stone membuat tajuk ""Henry Kissinger, Penjahat Perang, Meninggal di Usia 100 Tahun"", begitu pula pemberitaan Al Jazeera yang berjudul ""Kissinger: Penjahat Perang dengan Hadiah Nobel Perdamaian"".
Lantas, apa kejahatan perang Henry Kissinger hingga disebut sebagai penjahat perang?
Henry Kissinger tidak pernah dinyatakan bersalah atau bahkan diadili atas kejahatan perang, sehingga tidak pernah secara resmi ditetapkan sebagai penjahat perang.
Henry Kissinger adalah Menlu AS paling berpengaruh di era Perang Dingin (1947-1991) dan arsitek kebijakan AS untuk mengalahkan Uni Soviet, yang pernah menerima hadiah Nobel Perdamaian pada 1973.
Kissinger juga pernah dipercaya oleh para pemimpin dunia sebagai penasihat dan masih aktif diundang ke berbagai forum bisnis atau politik luar negeri hingga sesaat sebelum meninggal di usia 100 tahun.
Meski tidak pernah secara resmi ditetapkan sebagai penjahat perang, sudah menjadi rahasia umum apabila Kissinger memainkan peran penting dalam meracik kebijakan luar negeri AS, yang mengakibatkan jutaan warga sipil dari berbagai belahan dunia terbunuh.
Hal itu dilakukan melalui penerapan pendekatan intervensionis terhadap urusan dunia semasa ia menjabat Menlu AS.
Buku bertajuk The Trial of Henry Kissinger karya penulis dan jurnalis Inggris, Christopher Hitchens, memaparkan keterlibatan Kissinger dalam sejumlah konflik berdarah di dunia.














",STORI
"Mengenal Candybong, Lightstick TWICE yang Perlu Dibawa di Konser Ready to Be","Setiap grup Kpop biasanya memang akan menciptakan sendiri lightstick resmi mereka.
Bentuk Candybong sekilas mirip dengan bentuk permen lolipop berwarna pink.
Barang ini menjadi salah satu barang wajib untuk dibawa ke konser dan TWICE terdekat akan menggelar konser Ready to Be.
Dijadwalkan tanggal 23 Desember 2023, konser akan berlangsung di Jakarta International Stadium (JIS).
Setelah debut pada 2015, TWICE pertama kali meluncurkan lighstick mereka pada 2016.
Bentuk lightstick yang menyerupai permen lolipop karena terinspirasi oleh lagu “Candy Boy” dari mini album pertama mereka.
Selain itu, Candybong ini menggunakan warna resmi TWICE yaitu aprikot dan neon magenta.
Lightstick versi 1 ini juga dapat berubah menjadi mood light setelah ditempatkan di dudukannya.
Versi 2 dari lightstick TWICE dirilis pada 2019.














",HYPE
Percakapan Terakhir Yasirli dan Ayahnya Sebelum Hilang Usai Gunung Marapi Meletus,"Yasirli merupakan satu dari 12 pendaki Gunung Marapi yang saat ini masih belum ditemukan.
Sepupu Yasirli, Ahmad Gandi Sabri (28) mengatakan, adik sepupunya itu mendaki Marapi pada Jumat (1/12/2023).
Anak bungsu dari dua saudara itu berangkat satu rombongan berjumlah 18 orang dalam rangka kegiatan kampus.
""Adik saya itu sempat minta izin untuk berangkat ke orangtuanya dan diizinkan,"" ujar Sabri, Senin (4/12/2023).
Memasuki hari ketiga sejak Yasirli berangkat atau setelah Marapi meletus, dia menghubungi ayahnya melalui panggilan telepon sekira pukul 17.30 WIB.
Yasirli menyebut lokasinya di sekitaran cadas dan terakhir bersama rombongan di dekat tugu Abel.
""Di telepon itu, dia menyebut bahwa dirinya haus, kakinya rasa mau patah, dan tidak sanggup lagi berjalan,"" ujar Sabri menirukan ucapan Yasirli.
Yasirli juga mengirimkan video singkat ke keluarga. Setelah itu, dia tak lagi bisa dihubungi.
Sabri mengatakan, ini merupakan kali pertama adik sepupu perempuannya itu naik gunung.
Keluarga yang berada di Batu Sangkar, Sumbar, langsung berangkat ke posko yang ada di Gunung Marapi.
Pihak keluarga berharap Yasirli bisa ditemukan dalam kondisi selamat.
""Kami akan menunggu sampai adik kami turun, semoga dalam kondisi selamat,"" ujarnya.
Untuk informasi, 11 pendaki dinyatakan meninggal dunia dan 12 pendaki lainnya hilang pasca Gunung Marapi meletus pada Minggu (3/12/2023).
Pencarian terhadap 12 pendaki yang masih hilang saat ini dihentikan karena terkendala hujan abu.
Artikel ini telah tayang di TribunPadang.com dengan judul: Sempat Telfon sang Ayah Pasca Erupsi Gunung Marapi, Yasirli Amri Belum Berhasil Dievakuasi














",REGIONAL
Korban Berharap Rihana-Rihani Divonis Lebih Tinggi dari Tuntutan Jaksa,"TANGERANG, KOMPAS.com - Korban penipuan preorder Iphone berharap majelis hakim menjatuhkan vonis maksimal dari tuntutan jaksa penuntut umum (JPU) kepada terdakwa si kembar Rihana-Rihani.
Hal itu disampaikan kuasa hukum korban, Desi Hadi Saputri, jelang sidang putusan Rihana-Rihani di Pengadilan Negeri (PN) Tangerang, Senin (4/12/2023) malam ini.
""Kalau korban sih berharap terdakwa divonis lebih tinggi dari tuntutan jaksa. Soalnya kan dia hanya dituntut lima tahun,"" ucap Desi di PN Tangerang, Senin.
Menurut dia, kliennya meminta majelis hakim menjatuhkan vonis dengan hukuman maksimal kepada terdakwa karena kerugian para korban dipergunakan untuk berfoya-foya.
""Kami berharap saat ini ke hakim aja, bakal mengabulkan tuntutan lima tahun atau memaksimalkan di atas lima tahun. Kerugiannya sangat besar dan korbannya juga banyak. Terdakwa juga menggunakan uang hasil menipunya kan buat foya-foya bukan untuk hal lain,"" ucap dia.
Dikonfirmasi terpisah, korban si kembar bernama Nita Junita mengharapkan hal serupa.
Ia berharap majelis hakim memberikan keputusan yang adil sehingga hukumannya bisa membuat jera si kembar.
""Berharapnya vonisnya maksimal, enggak ada pengurangan. Jangan lupa refund masih diharapkan dari para korban. Supaya tetap bisa mencicil hutangnya,"" ucap Nita.
Adapun JPU Kejaksaan Negeri Tangerang Selatan menuntut terdakwa kasus penipuan preorder Iphone Rihana-Rihani dihukum lima tahun penjara.
Jaksa menilai Rihana-Rihani terbukti secara sah dan meyakinkan bersalah melakukan tindak pidana yang mengakibatkan konsumennya rugi.
Si kembar Rihana-Rihani disebut telah melanggar Pasal 45 Ayat 1 juncto Pasal 28 Ayat 1 Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Undang-Undang Nomor 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik (ITE).
Selain pidana penjara, Rihana-Rihani juga dituntut dijatuhi denda atas perbuatannya.
""Menjatuhkan pidana denda Rp 1 miliar, dengan ketentuan apabila denda itu tidak dibayar, maka diganti dengan pidana kurungan selama satu tahun, dikurangi masa penahanan,"" kata jaksa.
Kemudian, jaksa meminta barang bukti yang disita dalam perkara tersebut untuk dikembalikan kepada korban.
Di antaranya, sepasang sepatu sandal merek Tory Burch, 1 tas merek Goyard, 1 tas merek Louis Vuitton OnTheGo, 2 buah tumbler merek Corkcicle, dan 1 bedak merek Yves Saint Laurent.














",NEWS
"Sering Dianggap Sama, Ini Perbedaan Gunung Marapi dan Gunung Merapi","KOMPAS.com - Gunung Marapi di Sumatera Barat (Sumbar) meletus pada Minggu (3/12/2023) sore.
Berdasarkan laporan Badan SAR Nasional (Basarnas) Padang hingga Senin (4/12/2023), 11 orang pendaki dilaporkan tewas saat terjadi erupsi.
Saat gunung Marapi meletus, banyak orang mengira bahwa gunung itu berlokasi di perbatasan Daerah Istemewa Yogyakarta (DIY) dan Jawa Tengah.
Meskipun memiliki nama yang mirip, Marapi dan Merapi merupakan dua gunung yang berbeda.
Lantas, apa saja perbedaan gunung Merapi dan Marapi?

Berikut ini sejumlah perbedaan antara gunung Merapi dengan Marapi:
Dikutip dari laman Pemprov Sumbar, gunung Marapi merupakan gunung aktif yang terletak di antara Kabupaten Tanah datar, Kabupaten Agam dan Kotamadya Padang Panjang, Sumatera Barat.
Secara administrasi, gunung Marapi berada dalam kawasan Kabupaten Agam.
Adapun gunung Merapi, merupakan gunung api aktif yang membentang di wilayah Yogyakarta dan Jawa Tengah.
Lereng sisi selatan gunung Merapi masuk dalam administrasi Kabupaten Sleman, Yogykarta.
Sementara sisanya, masuk ke dalam wilayah Jawa Tengah, yakni sisi barat wilayah Kabupaten Magelang, sisi utara dan timur wilayah Kabupaten Boyolali, dan sisi tenggara wilayah Kabupaten Klaten.
Dari sisi ukuran, gunung Marapi memiliki ketinggian mencapai 2.891 meter di atas permukaan laut (Mdpl).
Adapun gunung Merapi, berdasarkan data Balai Penyelidikan dan Pengembangan Teknologi Kebencanaan Geologi (BPPTKG), memiliki ketinggian 2.968 Mdpl.
Terkait pengelolaan, gunung Marapi berada di bawah Balai Konservasi Sumber Daya Alam (BKSDA) Sumatera Barat.
Sementara Gunung Merapi, dikelola oleh Taman Nasional Gunung Merapi yang terbagi menjadi dua pengelolaan.
Partama, Seksi Pengelolaan Taman Nasional Wilayah I membawahi wilayah di Kabupaten Magelang dan Kabupaten Sleman.
Kedua, seksi Pengelolaan Taman Nasional Wilayah II membawahi wilayah di Kabupaten Klaten dan Boyolali.
Saat ini tingkat aktivitas gunung Marapi berada di level II (Waspada) sejak Agustus 2011, sedangkan status gunung Merapi, berada di level III (Siaga) sejak 5 November 2020.














",TREN
"Israel Sebut Tak Berusaha Gusur Siapa Pun di Gaza, PBB: 1,8 Juta Warga Telah Mengungsi","TEL AVIV, KOMPAS.com - Israel pada Senin (4/12/2023) mengatakan tidak berusaha memaksa warga sipil Palestina di Jalur Gaza untuk meninggalkan tempat tinggal mereka secara permanen.
""Kami tidak mencoba untuk menggusur siapa pun, kami tidak mencoba untuk memindahkan siapa pun dari mana pun secara permanen,"" kata Juru bicara Militer Israel Jonathan Conricus kepada para wartawan, dikutip dari AFP.
Ia berdalih Israel telah meminta warga sipil di Gaza untuk mengungsi dari medan perang.
""Kami juga telah menyediakan zona kemanusiaan di dalam Jalur Gaza,"" kata Conricus, ketika ia mengakui situasi di Gaza “sulit”. 
Zoma kemanusiaan yang ia maksud adalah sebuah wilayah pesisir kecil yang bernama Al-Mawasi.
""Kami sangat menyadari bahwa ada keterbatasan ruang dan akses, dan itulah sebabnya mengapa sangat penting untuk mendapatkan dukungan dari organisasi kemanusiaan internasional untuk membantu infrastruktur di wilayah Al-Mawasi,"" tambahnya.
Ketika Israel memperluas operasinya, Komisaris Tinggi PBB untuk Hak Asasi Manusia, Volker Turk, pada akhir pekan lalu menyuarakan keprihatinannya bahwa ratusan ribu warga Gaza terkurung di wilayah yang semakin kecil di bagian selatan.
""Tidak ada tempat yang aman di Gaza,"" katanya.
Sebelumnya, negara tetangga dan mitra perjanjian Israel, Yordania, menyatakan keprihatinannya bahwa kekerasan tersebut dapat memicu gelombang pengungsian yang meluas hingga ke perbatasannya.
Demikian juga Mesir -yang berbatasan dengan Gaza dan juga menandatangani perjanjian damai dengan Israel- telah menolak gagasan perpindahan massal warga Palestina ke wilayahnya.
""Kami belum mencoba untuk mengevakuasi orang ke sana,"" kata Conricus, merujuk pada Mesir.
""Mesir sudah sangat jelas tentang posisi mereka: mereka tidak menginginkan hal itu,"" ucapnya
Menteri Luar Negeri AS Antony Blinken mengatakan bahwa orang-orang harus bisa tinggal di Gaza, rumah mereka.
Sementara itu, dalam perkiraan terbarunya, Kantor Koordinasi Urusan Kemanusiaan PBB (OCHA) mengatakan sekitar 1,8 juta orang di Gaza atau sekitar 75 persen dari populasi telah mengungsi.

Menurut mereka, banyak di antara mereka mengungsi ke tempat penampungan yang penuh sesak dan kumuh.















",GLOBAL
Anies Baswedan Kunjungi Rumah Djiaw Kie Siong di Rengasdengklok,"KOMPAS.com - Calon presiden (Capres) nomor urut 1, Anies Baswedan, mengunjungi rumah bersejarah di Kecamatan Rengasdengklok, Kabupaten Karawang, Jawa Barat (Jabar), pada Senin (4/12/2023).
Rumah milik Djiaw Kie Siong itu merupakan tempat yang digunakan oleh para pemuda untuk menginapkan Presiden dan Wakil Presiden RI pertama, Soekarno dan M. Hatta, serta sejumlah tokoh lainnya, pada 16 Agustus 1945 silam.
Di rumah ini juga, naskah proklamasi kemerdekaan Indonesia dirumuskan serta ditulis.
Kedatangan Anies ke tempat itu untuk melihat peninggalan sejarah masa Kemerdekaan Indonesia.
Anies mengatakan, tujuannya ke Rengasdengklok untuk memberi perhatian kepada tempat-tempat bersejarah bagi Indonesia.
""Justru kami datang ke sini hari ini karena ingin memberikan perhatian seperti itu,"" kata Anies, dikutip dari TribunJabar.id.
Anies menjelaskan, tempat bersejarah harus dirawat dan mendapat perhatian agar bisa menjadi ingatan bersama masyarakat. Jika tidak, tempat-tempat itu akan dilupakan.
Menurutnya, benda-benda bersejarah yang usianya telah tua perlu perawatan khusus sehingga membutuhkan alokasi anggaran yang cukup.
""Jangan sampai bangsa kita melupakan sejarah, situs (bersejarah) harus dirawat. Kami datang ke sini menyampaikan komitmen itu, bahwa tempat-tempat bersejarah akan dirawat dengan baik,"" ujar Anies.
Selain berkunjung ke tempat bersejarah, Anies pun menyempatkan diri untuk menyambangi rumah Ketua DPW Nasdem Jabar, Saan Mustopa, di Desa Pisangsambo, Kecamatan Tirtajaya, Kabupaten Karawang, Jabar.
Di lokasi itu, Anies makan siang bersama serta bertemu sejumlah relawannya. Dalam kesempatan itu, Anies berjanji akan mengubah alur pendistribusian pupuk kepada para petani.
""Jadi di sini merupakan daerah pertanian. Saya tidak ingin pupuk itu langka. Sehingga perlu dilakukan perubahan untuk memenuhi pupuk bagi para petani,"" tutur Anies.
Saan yang menjabat sebagai Wakil Ketua Komisi II DPR RI menyampaikan, dia menyuguhkan makanan khas pesisir utara kepada Anies Baswedan saat berkunjung ke rumahnya.
""Jadi yang saya suguhkan ini merupakan menu makanan pesisir utara,"" ucap Saan.
""Jadi ada kepiting rajungan, terus sayur asem, ikan bandeng, serta udang. Ini dimasakin oleh warga sini yang biasa masak di rumah saya,"" sambungnya.














",REGIONAL
"Tronton Tabrak Tronton di Lumajang, 1 Sopir Dilarikan ke Rumah Sakit","Akibatnya, korban harus dilarikan ke Puskesmas terdekat sebelum dirujuk ke RSUD dr Haryoto Lumajang akibat luka dalam yang diterimanya.
Anis, saksi kejadian mengatakan, truk tronton dengan nomor polisi L 8985 UG yang dikendarai Ifanny warga Sidoarjo melaju dari arah Surabaya menuju Lumajang dengan kecepatan tinggi.
Tepat di depan Masjid Baitus Sholiha Kedungjajang, tiba-tiba truk tronton yang dikendarai Ifanny menabrak truk tronton milik Kusno (56) yang sedang parkir di pinggir jalan.
Saking kerasnya benturan, bak truk antara kedua truk ini saling tersangkut. Selain itu, kaca dan ban truk milik Ifanny pecah.
Sedangkan, bak truk tronton milik Kusno ringsek pada bagian belakang hingga membuat limbah batu bara yang sedang dimuat truk itu sebagian tercecer ke jalan.
""Truknya itu dari utara kencang, tiba-tiba nabrak yang parkir ini, untung sopirnya lagi di warung beli air,"" kata Anis di Lumajang, Senin (4/12/2023).
Anis menambahkan, sopir truk yang menabrak mengalami luka pada bagian dada hingga muntah darah.
""Korban masih sadar tapi muntah darah sambil pegangi dadanya sepertinya kena setir pas nabrak tadi,"" tambahnya.
Akibat kejadian ini, arus lalu lintas penghubung Lumajang - Probolinggo sempat mengalami kemacetan panjang hingga lebih dari satu kilometer baik dari arah Lumajang maupun sebaliknya.
Pantauan Kompas.com, proses evakuasi truk dari badan jalan berlangsung dramatis. Pasalnya, bak truk terlepas dan jatuh dari sasisnya saat hendak ditarik.
Warga yang berkerumun di sekitar TKP langsung panik. Apalagi melihat solar truk tronton bocor usai bak truk jatuh.
Petugas Satlantas Polres Lumajang Aipda Suprastiyanto mengatakan, pihaknya masih melakukan penyelidikan atas kecelakaan tersebut.
Dugaan sementara, pengemudi truk tronton kurang berhati-hati sehingga bak truknya tersangkut tronton yang sedang parkir.
""Hasil penyelidikan sementara pengemudi kurang berhati-hati. Tapi nanti akan kami lengkapi dengan keterangan saksi begitu yang bersangkutan sudah pulih,"" pungkasnya.














",REGIONAL
"Pasar Gedhe Klaten Diresmikan, Puan Maharani: Bisa Jadi Ikon Klaten","Pasar tradisional yang dibangun oleh Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) sejak 2021 itu dilengkapi sejumlah fasilitas modern, seperti travelator dan eskalator di setiap lantainya, panel surya, parkir motor di lantai tiga, dan jembatan penghubung antarbangunan.
Puan mengapresiasi modernitas Pasar Gedhe Klaten. Ia pun berharap, fasilitas baru ini dapat meningkatkan perekonomian masyarakat dan daerah setempat.
""Pasar itu cerminan ekonomi suatu wilayah. Jadi, saya berharap dengan semakin modernnya Pasar Klaten ini, pedagang dan pembeli bisa melakukan aktivitas jual beli dengan nyaman. (Fasilitas) Ini juga merupakan satu-satunya pasar di Indonesia yang sudah sangat modern,"" tutur Puan dalam siaran pers yang diterima Kompas.com, Senin.
Puan juga menyebut Pasar Gedhe Klaten akan menjadi role model pembangunan pasar-pasar yang dibangun oleh pemerintah pusat.
""Saya minta dijaga kebersihannya, keamanannya, dan kenyamanannya agar ke depannya bisa seperti ini terus, pasarnya bersih dan nyaman,"" ujarnya.
Pada kesempatan tersebut, Puan menyempatkan diri untuk berbelanja langsung ke pedagang Pasar Gedhe Klaten. Menurutnya keberadaan Pasar Gedhe Klaten sudah menjadi ikon dari Kabupaten Klaten itu sendiri.
""Ini merupakan ikon Klaten. Orang (kalau) ke Klaten ya harus berkunjung ke Pasar Gedhe Klaten. Di mana lagi bisa belanja di pasar tradisional yang nyaman dan modern seperti ini,"" katanya.
Sementara itu, Bupati Klaten Sri Mulyani mengatakan bahwa pembangunan Pasar Gedhe Klaten merupakan bentuk pemihakan pemerintah kepada masyarakat. 
Menurutnya, kehadiran pasar tersebut menjadi jaminan bagi usaha mikro kecil menengah (UMKM) di tengah maraknya pertumbuhan pasar modern.
""Saya yakin dan percaya bahwa pedagang Pasar Gedhe akan menjaga keberlanjutan pasar ini sehingga tidak kalah dengan pasar modern,"" katanya.
Pada peresmian pasar tersebut, Bupati Klaten juga turut menyerahkan bantuan bagi puluhan pelaku UMKM di Kabupaten Klaten.",ADVERTORIAL
Israel Klaim Temukan 800 Lubang Menuju Terowongan Hamas di Bawah Gaza,"JALUR GAZA, KOMPAS.com - Militer Israel pada Minggu (3/12/2023) mengeklaim, pasukannya telah menemukan 800 lubang yang mengarah ke jaringan terowongan dan bunker milik Hamas di bawah Gaza.
Mereka lalu menyatakan, telah menghancurkan separuh lebih lubang tersebut sejak operasi darat di Gaza dimulai pada 27 Oktober lalu.
Disebutkan, dari sekitar 800 lubang yang ditemukan, 500 lubang di antaranya telah dihancurkan dengan menggunakan berbagai metode operasional, termasuk dengan peledakan dan penyegelan.
Militer Israel menambahkan bahwa beberapa kilometer rute terowongan utama milik Hamas juga sudah dihancurkan.
Sebagaiaman dilaporkan Reuters, Hamas pernah mengatakan sebelum perang bahwa mereka memiliki terowongan dengan panjang ratusan kilometer untuk melindungi dan menjadi basis operasional.
Hal itu menjadikannya target utama serangan udara Israel dengan amunisi penembus dan pasukan zeni militer yang menggunakan robot pemetaan dan gel peledak yang dapat dituangkan ke dalam lorong-lorong.
""Terowongan-terowongan itu terletak di daerah sipil, banyak di antaranya berada di dekat atau di dalam bangunan dan struktur sipil, seperti sekolah, taman kanak-kanak, masjid, dan taman bermain,"" kata pihak Militer dalam sebuah pernyataan pada Minggu.
Pernyataan yang meringkas pelaksanaan operasi anti terowongan sejauh ini menjadi tindak lanjut dari laporan hampir setiap hari ke media oleh tentara yang mengklaim menemukan akses terowongan di lokasi-lokasi sipil.
Korban sipil dalam perang di Gaza sendiri telah membuat resah negara-negara di dunia.
Hamas melaporkan, jumlah korban tewas di Gaza telah mencapai lebih dari 15.500 orang sejak dimulainya perang pada 7 Oktober.

Amerika Serikat pada Sabtu (2/12/2023) telah mendesak Israel untuk berhati-hati dalam operasinya di Gaza.















",GLOBAL
"Kunjungi Ponpes Al Quran Bani Syahid Depok Bareng Istri, AHY: Bukan untuk Kampanye","DEPOK, KOMPAS.com - Ketua Umum (Ketum) Partai Demokrat Agus Harimurti Yudhoyono (AHY) bersama sang istri, Annisa Pohan, mengunjungi Pondok Pesantren Al Quran Bani Syahid, Cimanggis, Depok, Jawa Barat, Senin (4/12/2023) siang.
Pantauan Kompas.com pukul 14.14 WIB, putra sulung Presiden keenam RI Susilo Bambang Yudhoyono itu mengenakan atasan hijau toska dengan celana panjang hitam dan peci warna senada.
Sedangkan sang istri, Annisa Pohan, yang duduk di sebelahnya mengenakan kerudung dan gamis biru tua.
Dalam kesempatan tersebut, AHY bersama rombongan Partai Demokrat hadir menyapa para santri dan masyarakat sekitar pondok pesantren.
Ia mengaku kedatangannya kali ini murni untuk silaturahim, bukan membawa kepentingan kampanye politik.
""Saya datang tidak untuk kampanye, hanya untuk silaturahim,"" kata AHY saat ditemui di lokasi, Senin (4/12/2023).














",NEWS
