Judul,Berita,Topik
KPU DKI Belum Punya Gudang Logistik di Mampang dan Kebayoran,"JAKARTA, KOMPAS.com - KPU DKI Jakarta meminta pemerintah provinsi menyewa tempat untuk gudang logistik dan tempat rekapitulasi surat suara Pemilu 2024 di wilayah Mampang Prapatan dan Kebayoran Lama. 
Sebab, hingga saat ini, KPU DKI Jakarta belum mendapatkan gudang dan tempat rekapitulasi di dua kecamatan tersebut.  
""Alternatif terakhir adalah sewa, kalau tidak ada lagi aset Pemprov di wilayah itu. Karena aturannya pemerintah provinsi itu harus memfasilitasi,"" ungkap Ketua Divisi Perencanaan dan Logistik KPU Provinsi DKI Jakarta Nelvia Gustina saat dikonfirmasi, Jumat (1/12/2023). 
Saat ini, KPU DKI sedang berkoordinasi dengan Badan Pengelola Aset Daerah (BPAD), untuk mencari aset daerah lain yang layak dijadikan gudang logistik dan tempat rekapitulasi. Sebab, alternatif yang saat ini ditawarkan terlalu kecil. 
""Ditawarkan di aula kecamatan, lokasinya di lantai 4. Tapi perhitungan kami tidak cukup untuk menyimpan logistik saat rekapitulasi. Belum lagi jumlah orang saat rekapitulasi juga banyak,"" kata Nelvia.
Diberitakan sebelumnya, KPU DKI Jakarta mengeluhkan kekurangan tempat rekapitulasi dan gudang logistik untuk Pemilu 2024 dalam rapat bersama Komisi A DPRD DKI Jakarta, Selasa.
Kekurangan itu disebabkan oleh adanya 11 gelanggang olahraga (GOR) untuk gudang logistik, yang malah direvitalisasi pada tahun politik. 
KPU juga mengeluhkan adanya GOR calon gudang logistik yang masih disewakan untuk acara pernikahan menjelang Pemilu 2024.
Setelah berkoordinasi dengan Pemprov DKI, KPU mendapatkan alternatif tempat pengganti GOR yang direvitalisasi.
Namun, terdapat dua wilayah kecamatan yang harus dicari ulang alternatif tempat untuk gudang logistik dan tempat rekapitulasi, yakni Mampang Prapatan dan Kebayoran Lama.














",NEWS
"Kumpulkan Rp 101 Miliar, Baznas Targetkan Bangun Kawasan Indonesia di Palestina","“Jumlah yang kami peroleh Rp 91 miliar. Kalau ditambah dengan dana solidaritas Islam, jumlah seluruhnya Rp 101 miliar,” kata Ketua Baznas RI Noor Achmad di Hotel Redtop & Convention Center, Gambir, Jakarta Pusat, Jumat (1/12/2023).
Noor berujar, sebagian uang itu rencananya akan digunakan untuk membangun kawasan Indonesia di Palestina.
“Cita-citanya, kami akan membangun kawasan Indonesia di sana. Yang di situ ada rumah sakit, ada masjid, ada sekolah, dan ada perumahan,” ujar Noor.
Selain itu, Baznas juga telah menyalurkan sebagian dana tersebut.
Rinciannya, dana Rp 3 miliar diserahkan secara langsung ke Gaza untuk bantuan makanan, pakaian, alat kesehatan, dan lainnya.
Kemudian, dana sebanyak 1 juta dollar Amerika Serikat (AS) atau sekitar Rp 15 miliar disalurkan melalui lembaga-lembaga di Mesir.
“(Dana 1 juta dollar AS) kami bagi menjadi tiga. Untuk Misr Al Kheir 330.000 dollar AS, 330.000 untuk Red Crescent Mesir, dan 340.000 dollar AS untuk Baitul Zakah Wa Shodaqot Misr,” kata Noor.
Adapun donasi itu dibuka sejak 16 Oktober 2023 dan akan ditutup 31 Desember 2023.














",NEWS
"KPU Ungkap Alasan Debat Cawapres Didampingi Capres, Beda dari Pilpres 2019","Pada Pilpres 2019, lima kali debat capres-cawapres digelar dengan komposisi satu kali debat khusus cawapres, dua kali khusus capres, dan dua kali dihadiri capres-cawapres.
Pada Pilpres 2024, sesuai UU Pemilu, ada tiga kali debat capres dan dua kali debat cawapres.
Kemudian, pada Pemilu 2024, cawapres turut mendampingi pasangannya saat debat capres. Demikian halnya saat debat cawapres.
Namun, perbedaannya ada pada proporsi bicara masing-masing capres dan cawapres, tergantung agenda debat hari itu, apakah debat capres atau debat cawapres.
Ketua KPU RI Hasyim Asy'ari menjelaskan bahwa ketentuan itu diterapkan supaya pemilih dapat melihat sejauh mana kerja sama masing-masing capres-cawapres bahu-membahu satu sama lain dalam penampilan debat.
""Sehingga, kemudian supaya publik makin yakin lah teamwork (kerja sama) antara capres dan cawapres dalam penampilan di debat,"" kata Hasyim kepada wartawan, Kamis (30/11/2023).
Komisioner KPU RI, Idham Holik kemudian membantah bahwa hal ini berarti pihaknya meniadakan debat capres maupun debat cawapres.
Sebab, debat khusus capres dan cawapres merupakan regulasi yang diatur langsung oleh Undang-undang Nomor 7 Tahun 2017 tentang Pemilu (UU Pemilu) melalui Pasal 277.
Dalam pedoman teknis yang dibuat KPU, yaitu Keputusan KPU Nomor 1621 Tahun 2023, lembaga penyelenggara pemilu itu juga mengatur bahwa debat capres-cawapres dihadiri capres dan cawapres.
""Jadi, kalau ada isu-isu di luaran bahwa tidak ada debat kampanye, debat pasangan calon presiden dan wakil presiden di masa kampanye, saya pikir itu bisa misinformasi dan bahkan bisa mengarah disinformasi,"" kata Idham, Jumat.
Sebelumnya, KPU RI telah mengonfirmasi jadwal debat capres-cawapres yang akan berlangsung selama masa kampanye Pemilu 2024 pada 28 November 2023 hingga 10 Februari 2024.
Debat pertama dan kedua digelar pada 12 dan 22 Desember 2023. Debat ketiga dan keempat diselenggarakan pada 7 dan 21 Januari 2024. Sementara itu, debat terakhir dihelat pada 4 Februari 2024.
Lima kali helatan debat capres-cawapres ini dilaksanakan di Jakarta.
Merujuk UU Pemilu, masing-masing capres-cawapres tidak boleh diwakili orang lain dalam lima kali debat tersebut.
Apabila masing-masing berhalangan hadir, maka harus membawa bukti keterangan pihak terkait dan menyampaikannya ke KPU maksimal tiga hari sebelum debat dihelat.
Adapun tema-tema setiap debat tersebut yakni:














",NEWS
Smoked Garage Bakal Bikin Motor Listrik yang Menyenangkan,"JAKARTA, KOMPAS.com - Bengkel modifikasi Smoked Garage sudah berniat mau aktif ke segmen elektrifikasi. Cuma, bengkel yang berbasis di Bali tersebut masih mempertimbangkan, motor listrik seperti apa yang mau dibuat.
Nicko Eigert, Founder Smoked Garage membagikan keinginannya soal keterlibatan Smoked Garage di elektrifikasi. Sejujurnya masih dipertimbangkan, motor listrik terbaiknya akan seperti apa.
""Yang pasti kita tahu, motor listrik itu bukan cuma motor, ada safety, software, sampai hal lainnya yang lebih kompetitif,"" kata Nicko kepada Kompas.com belum lama ini.
KOMPAS.com/KRISTIANTO PURNOMO Gova 03 Adventure dipamerkan di ajang Periklindo Electric Vehicle Show (PEVS) 2022 di JI Expo Kemayoran, Jakarta, Kamis (28/7/2022). NIU Mobility resmi meluncurkan dua model NIU Gova 03 versi modifikasi berkolaborasi dengan Smoked Garage yaitu Gova 03 C Racer dan Gova 03 Adventure yang diproduksi terbatas masing-masing 100 unit.
Smoked Garega sudah pernah kolaborasi bersama Niu, bikin motor listrik yang dimodifikasi ala offroad dan urban. Cuma untuk ke depannya, Nicko menginginkan buat menciptakan motor listrik yang punya unsur fun atau menyenangkan.
""Elektrik itu kita harus mempelajari perusahaan yang sudah elit, gimana membuat elektrik menjadi fun. Apa yang elektrik bisa punya stigma keren dibanding bensin,"" kata Nicko.
Tentu para pencinta motor konvensional bicara tentang mesin bensin menyukai suara yang keluar dari knalpot, getarannya, dan sebagainya. Tentu itu tidak ditemukan pada motor listrik, tapi harus ada nilai yang lebih unggul.

""Kita beli motor itu form of art, ini yang jadi fun, aerodinamis, range, software, aksesibilitas, ekosistem,"" kata Nicko.
Tantangan tersebut yang membuat Nicko gemar dan akan terjun ke dunia elektrifikasi. Mari kita tunggu saja seperti apa kejutan dari Smoked Garage tentang motor listrik yang akan dilahirkan.














",OTOMOTIF
"Selain ASN, Pengurus dan Anggota PMI DKI Diminta Netral pada Pemilu 2024","""Prinsip yang harus dijunjung tinggi dalam penyelenggaraan gerakan kepalangmerahan internasional adalah kenetralan,” kata Sibroh dalam keterangannya, Jumat (1/12/2023).
Sibroh menegaskan, aturan soal netralitas pengurus dan anggota PMI tertuang dalam Surat Edaran Pengurus Pusat PMI Nomor 719/ORG/XI/2022 pada 8 November 2022.
Surat edaran itu mengatur pedoman menjaga prinsip kenetralan gerakan kepalangmerahan dalam Pemilu 2024.
""Dan itu sebagai implementasi dari prinsip kenetralan yang tertuang dalam Undang-Undang Nomor 1 Tahun 2018 tentang Kepalangmerahan,"" tutur Sibroh.
Oleh karena itu, kegiatan kepalangmerahan tidak boleh terafiliasi dengan kekuatan politik, kontroversi bersifat politis, keagamaan, dan ideologis demi menjaga kepercayaan semua pihak.
""Pengurus (PMI) yang mencalonkan diri sebagai anggota legislatif atau kepala daerah, tim sukses, tim kampanye Pemilu 2024 harus melapor kepada Pengurus Pusat PMI,"" kata Sibroh.
Sebelumnya, aparatur sipil negara (ASN) di lingkungan Pemprov DKI Jakarta juga diingatkan untuk menjaga netralitas dan tidak berpihak pada Pemilu 2024.
""Jajaran Pemprov DKI Jakarta telah berkomitmen dalam menjunjung tinggi profesionalisme dengan bersikap netral,"" ujar Pj Gubernur DKI Jakarta Heru Budi Hartono dalam keterangan resminya, Senin (13/11/2023).
ASN DKI Jakarta harus profesional menjalankan tugasnya, khususnya dalam melayani masyarakat.
""Tentunya kami juga melakukan itu untuk memberikan kenyamanan bagi warga jelang pesta Pemilu 2024,"" kata Heru.














",NEWS
3 Motor Rusak Berat Usai Ditabrak Mobil di Lenteng Agung,"JAKARTA, KOMPAS.com - Tiga motor dilaporkan rusak berat usai ditabrak mobil Honda HR-V di Jalan Raya Lenteng Agung, Jagakarsa, Jakarta Selatan, Jumat (1/12/2023).
“Dari enam motor yang ditabrak, tiga di antaranya mengalami rusak berat,” ujar seorang saksi bernama Dedi Setiawan kepada wartawan di lokasi, Jumat.
Dedi mengatakan, ketiga motor itu mengalami kerusakan berat akibat ditabrak dengan cukup keras.
Bahkan, salah satu motor masuk ke kolong mobil.
“Kalau kecepatannya berapa, saya tidak terlalu tahu, karena tiba-tiba saja gitu, braak gitu,” tutur dia.
Sebagai informasi, kecelakaan itu terjadi sekitar pukul 11.00 WIB.
Saat itu, mobil dengan pelat nomor B 2898 SFE itu melaju dari arah Pasar Minggu menuju Depok.
Namun, sesampainya di depan Bengkel Dunia Sepeda Motor, mobil berwarna putih itu tiba-tiba menabrak enam motor milik petugas Suku Dinas Pertamanan dan Kehutanan Jakarta Selatan yang terparkir di sisi kanan jalan.
Akibat insiden ini, tiga orang dibawa ke rumah sakit.
Mereka disebut menderita luka-luka karena ada yang sedang duduk di atas motor dan ada yang berdiri di sekitar kendaraannya ketika kecelakaan terjadi.
Sementara itu, Kompas.com telah berupaya menghubung Kepala Satuan Lalu Lintas (Satlantas) Polres Metro Jakarta Selatan Kompol Bayu Marfiando untuk mengkonfirmasi perihal peristiwa ini.
Namun, yang bersangkutan belum memberikan respons.














",NEWS
"Irjen Firman Shantyabudi Pensiun, Aan Suhanan Ditunjuk sebagai PLH Kakorlantas","JAKARTA, KOMPAS.com - Kepala Korps lalu Lintas (Kakorlantas) Polri Irjen Firman Shantyabudi melakukan penyerahan jabatan kepada Kapolri Jenderal Listyo Sigit Prabowo di Jakarta, Kamis (30/11/2023).
Penyerahan jabatan tersebut dilakukan karena Firman memasuki masa pensiun setelah usianya menginjak 58 tahun pada 17 November 2023.
Setelah Firman pensiun, Polri menunjuk Direktur Penegakan Hukum (Dirgakkum) Brigjen Pol Aan Suhanan untuk mengemban tugas sebagai Pelaksana Harian (Plh) Kakorlantas.
Aan menjelaskan, perincian tugas yang harus dijalankan olehnya sebagai Plh adalah melanjutkan rutinitas dan agenda yang dilakukan Kakorlantas.
dok. Hutama Karya Lokasi gerbang tol Bakauheuni Selatan.
“Sebagai Pelaksana Harian, akan melanjutkan rutinitas dan kegiatan-kegiatan ke depan yang sudah terprogram,” ucapnya kepada Kompas.com, Jumat (1/12/2023).
Salah satu agenda yang akan dijalankan dalam waktu dekat adalah persiapan pengamanan selama masa Natal dan tahun baru (Nataru) pada pertengahan hingga akhir Desember 2023.
“Persiapan malam Nataru itu yang paling dekat. Pengamanan dan penertiban, kita kerjakan programnya Pak Firman,” ucapnya.
Sebuah kiriman dibagikan oleh NTMC POLRI (@ntmc_polri)
Untuk diketahui, penyerahan jabatan Firman sebagai Kakorlantas Polri kepada Kapolri Jenderal Listyo Sigit Prabowo pertama kali diumumkan melalui akun instagram resmi NTMC Polri.
""Irjen Pol Firman Shantyabudi menandatangani surat penyerahan jabatan Kakorlantas Polri Kepada Kapolri Jenderal Polisi Listyo Sigit Prabowo, jajaran Korlantas Polri juga melakukan upacara farewell parade perpisahan untuk Irjen Pol Firman Shantyabudi, Jakarta Kamis 30 November 2023,"" tulis akun @ntmcpolri.














",OTOMOTIF
"Anak yang Dihamili Ayah Kandung di Tangsel Alami ""Baby Blues"" Usai Melahirkan","TANGERANG SELATAN, KOMPAS.com - FN (17), remaja yang dihamili ayah kandungnya, MN (53), di Pondok Aren, Tangerang Selatan, mengalami sindrom baby blues.
Kabar itu disampaikan YouTuber Pratiwi Noviyanthi yang menemani proses persalinan FN di Rumah Sakit Kartini, Cipulir, Kebayoran Lama, Jakarta Selatan.
Kepada Pratiwi, FN mengaku tak mau melihat dan mengurus bayi laki-lakinya tersebut.
""Kalau dari korban, pascamelahirkan mengalami baby blues. Jadi, dia benci sama anaknya. Maunya, anaknya dititipkan ke orang,"" kata Pratiwi saat dihubungi, Jumat (1/12/2023).
Kendati demikian, FN tetap peduli terhadap bayinya. Dia tak mau anaknya diasuh oleh orang yang tak tepat.
""Menariknya, FN pengin lihat dulu yang adopsi siapa. Tapi, saya (bilang) akan rawat di rumah aman kami,"" ucap Pratiwi.
FN melahirkan bayi laki-laki itu secara normal di RS Kartini, Jumat pagi.
Ibu FN, S (39), awalnya memberi tahu bahwa anaknya sudah mengalami kontraksi dua kali pada Kamis (30/11/2023) malam hingga Jumat dini hari.
Sang ibu menduga putri sulungnya itu akan segera melahirkan.
Setibanya di RS Kartini, FN menjalani pengecekan oleh dokter sebelum akhirnya melahirkan.
Pratiwi memastikan FN dan bayinya dalam keadaan sehat.
""Pas lahir alhamdulillah normal. Berat 2,5 kilogram dengan panjang 48 sentimeter,"" ucap dia.
Diketahui, MN tega memerkosa anaknya kandungnya itu beberapa kali di kediaman mereka, Pondok Aren, Tangerang Selatan.
Peristiwa itu terungkap setelah korban menceritakan kehamilannya yang berusia empat bulan ke guru bimbingan konseling (BK) di sekolahnya.
""Aku tahu dari guru BK (di sekolah) korban. Dia cerita ke guru BK bukan sama saya,"" kata ibu korban, S.














",NEWS
"KSAD Maruli: Kalaupun Ada yang Tak Netral, Hanya Individu atau Kelompok Sangat Kecil"," Hal itu diungkapkan Maruli setelah serah terima jabatan KSAD di lapangan Markas Besar TNI AD (Mabesad), Jakarta Pusat, Jumat (1/12/2023).
 “Kami merespons dengan sangat cepat, saya yakin Panglima TNI juga merespons dengan cepat untuk hal-hal anggota yang tidak netral,” kata Maruli kepada awak media.
Maruli mengatakan, jikapun ada prajurit yang tidak netral, itu hanya individu atau kelompok kecil.
 “Saya akan pastikan bahwa ini hanya kelompok-kelompok. Kalaupun ada, hanya individu dan kelompok orang yang sangat kecil dibandingkan jumlahnya Angkatan Darat khususnya, mungkin enggak lewat jari,” tutur Maruli.
 Sebelumnya, Maruli juga menjamin TNI AD akan menjaga netralitas dalam perhelatan Pemilu 2024.
Ia menegaskan tidak ingin mengorbankan nama TNI AD untuk hal yang tidak baik. Sebab, pengorbanan itu akan menjadi sejarah panjang bagi TNI AD.
 ""Saya pikir, saya pribadi tidak akan meng-gambling-kan nama institusi Angkatan Darat yang sudah baik untuk hal seperti ini. Saya tidak mau nanti ini akan menjadi sejarah panjang bahwa kami di TNI Angkatan Darat khususnya tidak netral dalam pemilihan umum,"" ujar Maruli usai dilantik sebagai KSAD di Istana Negara, Jakarta Pusat, Rabu (29/11/2023).
 Maruli mengatakan, netralitas TNI AD juga menjadi salah satu yang dipesankan oleh Presiden Joko Widodo (Jokowi) setelah dirinya dilantik menjadi KSAD menggantikan Agus Subiyanto.














",NEWS
Penyedia Layanan Perawatan Mobil Premium HD Car Care Buka Cabang di Kota Batam,"KOMPAS.com – Penyedia layanan perawatan mobil asal Amerika Serikat (AS), HD Car Care, resmi membuka cabang baru di Kota Batam, Kepulauan Riau.
Beroperasi sejak 2003 di Santa Clarita, California, HD Car Care terkenal akan lini produk yang komplit dan layanan yang baik untuk perawatan kendaraan. Hal ini menjadikan pasarnya kian luas hingga lebih di 20 negara, termasuk Indonesia.
HD Car Care Indonesia sendiri mengusung end-to-end unit business. Artinya, produk dan layanan yang ditawarkan di Indonesia diproduksi langsung dari pabrik asalnya di AS.
Secara garis besar, HD Car Care Indonesia menyediakan layanan utama, yaitu cuci mobil, detailing, dan nano ceramic coating yang menjadi unggulan.
Perlu diketahui, layanan cuci mobil di HD Car Care menggunakan teknologi modern dan produk berkualitas sehingga mampu membuat kendaraan bersih dan mengkilap. Begitu pula dengan nano ceramic coating yang dapat membuat cat mobil terhindar dari oksidasi, perubahan warna, dan goresan.
Sementara, detailing mobil di HD Car Care dilakukan oleh tenaga profesional yang berpengalaman sehingga kendaraan akan terlihat seperti baru lagi.
Salah satu pemilik HD Car Care Batam (Metha Car Spa) Tony mengatakan, pihaknya tidak hanya menyediakan layanan cuci mobil yang berkualitas tinggi, tetapi juga merangkul keindahan dan perawatan menyeluruh untuk mobil.
“Dengan tekad untuk memberikan pengalaman pelayanan terbaik, HD Car Care Batam (Metha Car Spa) hadir untuk memenuhi kebutuhan perawatan kendaraan para pelanggan. Kami pun tidak sekadar workshop, tetapi juga destinasi perawatan yang mengutamakan kenyamanan, kebersihan, dan hasil yang memukau,” ujarnya dalam rilis yang diterima Kompas.com, Jumat (1/12/2023)
Sementara itu, Chief Operating Officer (COO) HD Car Care Indonesia Yaska Wu mengaku senang dan bangga dengan pembukaan cabang di Kota Batam. Pihaknya pun berkomitmen untuk menghadirkan salon dan cuci mobil yang mengedepankan kebersihan dan keindahan ke level lebih baik bagi kendaraan masyarakat setempat.
“Kami membawa dedikasi dan keahlian untuk merawat setiap detail kendaraan. Dengan dukungan produk yang diimpor langsung dari AS, kami akan memberikan perawatan yang tak tertandingi dengan tim yang terdiri dari para ahli berkomitmen untuk menyajikan pengalaman istimewa bagi pelanggan,” ujarnya.
Dok. HD Car Care Indonesia Pembukaan HD Car Care Indonesia cabang Kota Batam














",OTOMOTIF
Smoked Garage Mau Bikin Suku Cadang dan Motor Edisi Terbatas,"JAKARTA, KOMPAS.com - Bengkel modifikasi Smoked Garage biasanya menggarap motor dengan desain ala neo future. Ubahannya memang signifikan, cuma rencananya di tahun depan mau buat divisi yang lebih terjangkau.
Nicko Eigert, Founder Smoked Garage mengatakan, bengkelnya sedang fokus menyiapkan divisi suku cadang atau sparepart. Nantinya, akan tersedia komponen-komponen modifikasi yang bisa dibeli terpisah.
""Jadi nanti kita mau bikin teman-teman yang ingin produk kita tapi rezekinya belum dapat. Jadi teman-teman bisa mulai upgrade motornya perlahan, dikit-dikit biar bisa mendapatkan motor yang diinginkan,"" kata Nicko kepada Kompas.com, belum lama ini.
Dok. Gaadiwaadi.com Motor custom Royal Enfield Classic 500 bergaya bobber garapan Smoked Garage
Motor yang pernah digarap dari Smoked Garage cukup banyak, mulai dari Royal Enfield Interceptor dan Himalayan, Kawasaki W175, Royal Alloy, TVS, Niu, sampai Italjet.
Kemungkinan nanti, akan tersedia sparepart performa maupun gaya untuk merek-merek di atas. Selain menyiapkan produk dalam bentuk suku cadang, Smoke Garage juga menyiapkan motor edisi khusus buat Royal Alloy.

""Kita juga aktif buat limited edition di Royal Alloy, potensi retro skuter ini luar biasa baik,"" ucap Nicko.
Terakhir, bengkel yang juga jadi diler Italjet ini juga mau menawarkan berbagai lini produk dari Italjet. Apalagi terakhir di IIMS 2023, Italjet kerja sama dengan Smoked Garage dan Ariel Noah bikin edisi khusus A.R.L Signature.














",OTOMOTIF
"Prabowo-Gibran Dicurigai Curang, TKN: Kami Dirugikan, padahal Elektabilitas Lagi Tinggi","Padahal, kata dia, Prabowo-Gibran saat ini fokus bekerja dan elektabilitas sedang tinggi.
""Dan bahwa kemudian ada juga yang berkembang salah satu paslon katakanlah kalau menang karena curang,"" ujar Dasco dalam jumpa pers di Media Center TKN Prabowo-Gibran, Jakarta Selatan, Kamis (30/11/2023).
Dasco menegaskan, kubu Prabowo-Gibran dalam posisi yang juga sedang mengawasi pihak-pihak yang curang di Pemilu 2024.
 Dia bahkan mengajak kubu Anies Baswedan-Muhaimin Iskandar dan Ganjar Pranowo-Mahfud MD untuk membentuk satuan tugas bersama. 
""Kalau perlu kita satgas bareng 3 paslon. Ayo kita bikin kalau perlu,"" ucap dia.
 Dasco menilai satgas perlu dibentuk karena merasa dirugikan atas tuduhan curang. 
 ""Kami merasa dirugikan dengan misalnya dengan adanya isu-isu tersebut. Elektabilitas kami sedang tinggi dan karena kami bekerja, lalu kemudian dikaitkan dengan dugaan bantuan dari sana-sini,"" kata Dasco. 
 ""Nah itu juga yang kemudian menjadi perhatian kami. Nah sehingga tadi saya katakan bahwa kita mesti sama-sama optimis karena tiga orang paslon yang maju ini adalah putra-putra terbaik bangsa kita,"" ucap dia.














",NEWS
"Firli Bahuri Tiba di Bareskrim, Jalani Pemeriksaan Perdana Setelah Jadi Tersangka"," Pemeriksaan kali ini merupakan pemeriksaan perdananya setelah ditetapkan sebagai tersangka kasus tersebut. 
 Wakil Direktur Tindak Pidana Korupsi (Wadirtipidkor) Bareskrim Polri Kombes Arief Adiharsa mengatakan, Firli telah tiba di Bareskrim pada pukul 08.30 WIB.
 Selanjutnya, ia mulai diperiksa oleh penyidik gabungan Subdittipidkor Ditreskrimsus Polda Metro Jaya dan Dittipidkor Bareskrim Polri sekitar pukul 09.00 WIB.
 ""Saudara FB (Firli Bahuri) dan penasihat hukumnya tiba pukul 8.30 WIB. Pemeriksaan oleh penyidik terhadap yang bersangkutan telah dimulai sejak 09.00 WIB di lantai 6 Dittipidkor,"" kata Arief Adiharsa kepada wartawan, Jumat.
 Adapun kasus pemerasan bermula dari pengaduan masyarakat ke Polda Metro Jaya pada 12 Agustus 2023 lalu.
Aduan itu berisi dugaan pemerasan oleh pimpinan KPK, pada perkara korupsi di Kementerian Pertanian (Kementan) tahun 2021. 
 Kemudian, beredar foto pertemuan Firli Bahuri dan Syahrul Yasin Limpo di lapangan bulu tangkis. Firli terlihat mengenakan pakaian olahraga, namun Syahrul menggunakan pakaian formal.
 Setelah melewati serangkaian penyelidikan, polisi menaikkan status menjadi penyidikan pada 6 Oktober 2023. Firli pun sudah ditetapkan tersangka oleh Bareskrim Mabes Polri. 
 Sama seperti pemeriksaan-pemeriksaan sebelumnya, kedatangan Firli tidak terpantau awak media.
Saat pulang pun, Firli menghindari kejaran awak media dengan menutup muka menggunakan tangan di dalam sebuah mobil yang ditumpanginya.
 
Setelah penetapan Firli sebagai tersangka, Presiden Joko Widodo menunjuk Nawawi Pomolango sebagai Ketua Komisi Pemberantasan Korupsi (KPK) sementara. 
 Penunjukan itu ditandai dengan penandatanganan Keputusan Presiden (Keppres) Pemberhentian Sementara Firli Bahuri sebagai Ketua KPK oleh mantan Wali Kota Solo itu, pada Jumat (24/11/2023).














",NEWS
Perbaikan Eskalator Stasiun Bekasi Ditargetkan Selesai Awal Desember,"BEKASI, KOMPAS.com - Penumpang kereta rel listrik (KRL) dapat kembali menggunakan eskalator di pintu keluar Selatan dan Utara Stasiun Bekasi dalam waktu dekat ini. 
 Kepala Balai Teknik Perkeretaapian Jakarta, Lukman Al Amin mengungkap, saat ini pihaknya tengah menunggu komponen mesin untuk perbaikan eskalator.
 ""Kami sedang menunggu part slowmoving, target penyelesaian di awal Desember,"" ujar Lukman saat dikonfirmasi Kompas.com, dikutip Jumat (1/12/2023).
 Lukman menjanjikan semua eskalator yang ada di Stasiun Bekasi nantinya dapat beroperasi kembali.
Dari pantauan Kompas.com, Kamis (30/11/2023), terdapat dua eskalator yang mati di Stasiun Bekasi yaitu di pintu keluar Selatan dan Utara.
 ""Keduanya nanti dapat beroperasi (kembali),"" imbuh dia.
 Adapun, Lukman menjelaskan perbaikan eskalator memakan waktu lama karena salah satu komponennya  didatangkan dari luar negeri.
 ""Sementara yang paling dominan (kendala) itu. Untuk part slowmoving informasi memang diimport dari luar negeri,"" ujarnya.
 Sebelumnya, penumpang mengeluhkan lamanya perbaikan eskalator di Stasiun Bekasi yang sudah berbulan-bulan.
 Pengguna KRL, Zita (26) mengaku kelelahan turun tangga manual di Stasiun Bekasi. Terlebih lagi jika dia tak dapat tempat duduk di dalam kereta.
 ""Capek aku tadi turun. Apalagi kalau misal dari keretanya itu sudah berdiri, terus harus turun tangga lagi, itu capek sih,"" kata dia.
 Zita mengatakan, eskalator tersebut seharusya menjadi fasilitas penunjang bagi para penumpang, terkhusus pengguna prioritas.
 ""Harapannya biar bisa cepat diperbaiki karena lumayan berat juga. Apalagi kalau misalkan orang tua gitu, lumayan mempersulit juga,"" imbuh dia.
 Sama halnya dengan Zita, seorang ibu muda bernama Novi (34) merasa lelah turun tangga manual sembari menggendong anaknya.
 ""Saya bawa anak gini, lumayan juga tangganya tinggi, capek,"" ucap Novi.














",NEWS
"Pabrik Neta di Thailand Resmi Beroperasi, Indonesia Menyusul pada 2024","JAKARTA, KOMPAS.com - Pabrik mobil listrik Neta di Thailand resmi beroperasi. Pabrik ini adalah yang pertama berdiri di luar China.
Dikutip dari Carnewschina.com, Kamis (30/11/2023), produksi di pabrik Neta di Thailand resmi beroperasi pada hari yang sama. Kapasitas produksinya disebutkan mencapai 20.000 unit per tahun.
Pabrik Neta di Thailand hanya memproduksi satu model, yakni Neta Aya atau dipasarkan di negera lain dengan nama Neta V-II. Mobil listrik tersebut adalah pengganti Neta V.
Dok. Carnewschina.com Pabrik mobil listrik Neta di Thailand resmi beroperasi
Pabrik ini akan memproduksi versi setir kanan kendaraan Neta. Penjualannya per tahun di Thailand ditargetkan mencapai 13.000 unit. Disebutkan bahwa pabrik ini akan menjadi pusat produksi untuk Neta di wilayah ASEAN.
Sebelumnya, PT Neta Auto Indonesia juga mengumumkan akan mendirikan pabrik perakitan. Namun, pabrik tersebut digunakan untuk merakit Neta V dan Neta U.
Belum lama ini, Neta juga sudah resmi menjalin kerja sama dengan PT Handal Indonesia Motor (HIM) untuk merakit mobil listriknya secara lokal. Perakitan akan dimulai kuartal kedua tahun 2024.
Dok. NETA Penandatanganan Nota Kesepahaman antara Neta dan Handal Motor di Jakarta, Senin (27/11/2023)
""Indonesia bukan hanya pasar yang penting bagi Neta, melainkan juga memiliki potensi besar dalam perkembangan mobil listrik di tingkat global,"" kata Zhang Yong, Co-founder & CEO of NETA Auto, dalam keterangan resminya.
""Penandatanganan kesepakatan dengan PT HIM menjadi keseriusan kami selanjutnya untuk mengembangkan mobil listrik high-technology yang dirakit secara lokal untuk memenuhi kebutuhan konsumen di Tanah Air,"" kata Zhang.














",OTOMOTIF
